text,label
Dershanede bazı çocukların küçük bir çocuğu dövdüğünü gördüğüm zaman öfkelenmiştim.,Anger
Kuzenim şehit olduğu zaman.,Sadness
"""Almanya'da"" yaşadığım zaman bir çocuğun ilgi çekmek için 2 paket sigarayı ağzına sokup yakması ve sonra kusması çok iğrençti.",Disgust
Babam ile tartıştıktan sonra akşam eve geldiğinde büyük bir ayı oyuncak ile eve gelmesi ve benden özür dilemesine.,Surprise
Ben kilolu bir kişiyim ama diyet yaptığım bu ilk ay 3 kilo verdim. Bu beni mutlu etti.,Happy
Hayvanlardan korkuyorum.,Fear
Kardeşimin patavatsız konuşmalarına öfkeleniyorum.,Anger
Başarılı bir öğrenciyim ve  bu yüzden kötü not aldığım zaman üzülüyorum.,Sadness
Babam alkol aldığı zaman garip davranıyor ve anneme kötü şeyler söylüyor. Bu yüzden rakıdan tiksiniyorum.,Disgust
Beklemediğim bir sınavdan 100 almıştım.,Surprise
Garip seslerden ve ürpertici ölümlerden.,Fear
"Egoist, kendini beğenmiş ve hayvanlara kötü davranan insanlara.",Anger
Çok sevdiğim birisine ya da canlıya zarar verildiği zaman.,Sadness
Böceklerden.,Fear
Beklenmedik olaylar karşısında.,Surprise
Çikolata yediğim zamanlar.,Happy
Arılardan korkarım.,Fear
Bencil ve ırkçı insanlar.,Anger
Sınav haftasında uykusuzluk çektiğim zaman.,Sadness
Şeftalinin kabuğundan ve pişmemiş tavuktan.,Disgust
Matematik dersini anladığım zamanlar.,Happy
Arkadaşlarım ile birlikte olduğum zamanlar.,Happy
Gerçek olabilecek olan şeylerin başıma geleceğini düşündüğüm zaman.Mesela işkence görmek düşüncesi.,Fear
İzlediğim bir filmin ya da okuduğum bir kitabın sonunun söylenmesi.,Anger
Sokakta zarar görmüş ya da ölmüş hayvan gördüğüm zaman.,Sadness
Leş kokusu.,Disgust
Tahminin dışında olan sonuçlar.,Surprise
Sevdiklerim ile birlikte olduğum zamanlar.,Happy
Köpeklerden.,Fear
Ayrımcı ve bencil insanlar.,Anger
Düşük not aldığım zaman.,Sadness
Bazı hayvanların bana sürtünmelerinden.,Disgust
Anlayamadığım bir konuyu bir anda anladığım zaman.,Happy
Değer verdiğim insanlar tarafından değer görülmek.,Happy
Sevdiklerime karşı hata yapmak ya da hayal kırıklığı yaratmak.,Sadness
Güvendiğim insanların beklemediğim şeyler yapması.,Surprise
İnsanların değişen görüşleri karşısında.,Surprise
Haksız görüldüğüm zamanlar.,Anger
Ölüm haberlerine üzülüyorum.,Sadness
Yemekhane yemeğinden sinek çıktığı zaman.,Disgust
Uzun zamandır görmediğim arkadaşımın verdiği kilolar beni şaşırttı.,Surprise
Basketbol oynamak.,Happy
Allah dışında bir şeyden korkmam.,Fear
Ailemin asla yapılmaması gereken bir şey yaptığını duyduğumda.,Surprise
Gizli yapılan şeylere.,Surprise
Hak ettiğim puanı aldığım zaman.,Happy
Gerçekten hak ettiğim puanı alamadığım zaman.,Sadness
Sevdiklerimin ölmesi.,Sadness
Sürpriz ziyaretler.,Surprise
Elektriklerin kesildiği zamanlar.,Fear
Birsinin gereksizce sürekli suratıma bakmasına.,Anger
Terli koltuk altı gördüğüm zaman.,Disgust
Evimizin kapısını açık gördüğüm zaman şaşırmış ve evde hırsız olabileceğini düşünmüştüm.,Surprise
Her an mutluyum.,Happy
Annemin evde kalp krizi geçirip bayıldığı an.,Fear
İnsanların çabalarının görülmeyip sadece sonucun görülmesine.,Anger
Pişmanlık duyduğum zamanlar.,Sadness
Çiğ bir tavuğun bıçak ile kesilirken ki görüntüsü.,Disgust
Fizik öğretmenimin gereksiz yere bağırmasına.,Anger
Spor yaparken ya da müzik dinlerken mutluyum.,Happy
Tek başına iken duyduğum seslerden.,Fear
Başkalarının düşüncelerine saygı duymayıp bir de üstüne kendi düşüncelerini dayatmaya çalışanlara.,Anger
Güzel zamanların bittiği anlarda.,Sadness
Ölü bir hayvan gördükleri zaman insanların üzülmemiş olmasına şaşarım.,Surprise
Geceleri balkonda kitap okurken  aklıma düşen hayallerden.,Happy
Dişçiden ve güzel şeylerin değişmesinden.,Fear
Başkalarını saçma sapan eleştiren insanlara.,Anger
Yemek yerken ağzını açan insanlardan.,Disgust
Geçen sene hazırladığım 1500 kişilik organizasyon sonucu aldığım tebrikler.,Happy
Sonunu göremediğim karanlık yol ya da koridor.,Fear
Islık sesinden nefret ediyorum.,Anger
Mecburi ayrılıklar.,Sadness
Ölü böcek gördüğüm zaman.,Disgust
Sevgilim olduğu zamanlar.,Happy
Bir kaç kişinin benimle kavga etmek için yanlarına çağırdıkları zaman.,Anger
Maç izlediğim zamanlar.,Happy
Hızlı fotoğraf çekebilen fotoğrafçılara.,Surprise
Sınavda iken arkamdaki çocuğun sürekli kaç dakika kaldı diye saati sormasına.,Anger
Kendi çatalı ile kediye yemek yediren birisini gördüğümde.,Disgust
birinci sınıfta iken öğretmenin kağıda adını yazmayan 3 kişinin olduğunu ve tahtaya çıkmalarını söyledi. Bunlardan birisinin ben olduğumu söyledi. Tahtaya çıktığımızda 100 aldığımızı söylediğinde şaşırdım.,Surprise
Okulumuzun düzenlediği Avrupa gezisine ailemin izin vermesi beni mutlu etmişti.,Happy
Babamın balıktan döndükten sonra avladığı ahtapotun tepsinin içinde birden hareket etmiş olması beni çok korkutmuştu.,Fear
Kardeşimin proje ödevimi mahvetmesine öfkelenmiştim.,Anger
"""Üsküp'te"" bir köprünün altındaki derede sıcak havadan dolayı ayaklarımızı ıslatalım dedik. Demez olaydık böyle bir idrar kokusunu asla unutamam.",Disgust
İnsanların rahatça yalan söylemesine şaşırıyorum.,Surprise
Yorgun olduğum bir günün ardından yatağıma girdiğim an.,Happy
Çok bildiğini sanan insanlar.,Anger
Boşa geçen zamanlarıma.,Sadness
Yemek yerken içinden kıl çıkması.,Disgust
İstediğim telefonun zamanında alınmaması.,Anger
Pis tuvaletler.,Disgust
İyi not aldığım zaman.,Happy
Aniden önüme birinin çıkması.,Fear
Sinsi insanlar.,Anger
Hasta ya da ölüm haberi aldığım zaman.,Sadness
Pis kokan ve her hangi bir yeri kesilmiş insanlar.,Disgust
Düşük not almak.,Sadness
Annemin beni evde yalnız bıraktığı zaman.,Fear
Bana yalan söylendiği zaman.,Anger
Annemin geç bir saatte dışarı çıkmama izin vermemiş olmasına.,Sadness
Babamın bana soğan yedirmeye çalıştığı zaman.,Anger
İstediğim telefon alındığı zaman.,Happy
Annem ya da babam ile tartıştığım zamanlar.,Sadness
Çiğ et kokusu.,Disgust
Sokaklarda yaşayan insanlara.,Sadness
Eski okulumdaki öğretmenlerimi bir arkadaşım ile ziyarete gittiğimizde benimle gurur duyduklarını söyledikleri zaman.,Happy
Yakın bir arkadaşım ile kavga ettiğim zaman.,Sadness
Çok çalıştığım fen sınavına bir gün kala hasta oldum ve bu yüzden sınavım kötü geçti.,Sadness
Eski arkadaşlarımın zaman içerisindeki değişimleri beni şaşırttı.,Surprise
İdeallerimi gerçekleştirdiğim zaman.,Happy
Yeni yapılmış binaların asansörlerinden.,Fear
Hayvanlara kötü davranıldığını gördüğümde ve kardeşimin aniden odama girdiğinde sinirleniyorum.,Anger
Sağlık problemi olan insanlara.,Sadness
Ağzında yemek varken konuşan insanlar.,Disgust
Kardeşimin İnternet  paketini bitirmesine.,Anger
İnsanların acılarını önemsemeyen insanlardan.,Disgust
Spor ve alışveriş yaparken.,Happy
Köpekler ve böceklerden.,Fear
Sürekli öğüt verilmesine.,Anger
Kokan ayaklar.,Disgust
Bisiklet sürmeyi öğrendiğim zaman.,Happy
Eve geç gelen ailemin başına bir şey geldiğini sanmıştım.,Fear
Bisikletime çarpan şoföre.,Anger
Arkadaşım kardeşinin ağzından çıkan sakızı çiğnemişti.,Disgust
Sabahları geç kalktığım zamanlar.,Happy
Üniversite sınavını kazanamayacağımı düşündüğümde.,Fear
Kardeşimin bazı hareketlerine.,Anger
Ailemin bana kızması.,Sadness
Eli terli bir insan ile tokalaştığım zaman.,Disgust
Bayramlarda para aldığım zaman.,Happy
Birden bana doğru hareket eden herhangi bir şey.,Fear
Yapma dediğim şeylerin yapılması.,Anger
Emek verdiğim bir şeyin karşılığını alamamak.,Sadness
Bir insanın yapmaz dediğim bir şeyi yapması.,Surprise
Sürprizler.,Surprise
Boş bir anımda korkutulmak.,Fear
Tartışma halinde konuyu gereksiz yere uzatan bir arkadaşıma.,Anger
Eve gitmeyi planlayıp gidemediğim zaman.,Sadness
Yemeklerden kıl çıkınca.,Disgust
Çok istediğim bir kazağın doğum günümde alınmasına.,Happy
Ailem ile olduğum zamanlar.,Happy
Köpek ve kedi.,Fear
Konuşurken sözümün kesilmesi.,Anger
Çalıştığım bir sınavı kazanamamak.,Sadness
"Sevildiğimi hissettiğim zaman.
      Hayallerime ulaştığım zaman.",Happy
Hiç bilmediğim bir yerde kaybolmaktan korkarım.,Fear
Benimle dalga geçilir ise öfkelenirim.,Anger
Eğer bir şeyden kaygı duyarsam ya da yeterince ilgi görmüyorsam.,Sadness
Mayonezden.,Disgust
Rüyamda ölü insan görmüştüm.,Fear
Sakat bir köpek gördüğüm zaman.,Sadness
Matematik sınavı ertelendiği zaman.,Happy
Arkadaşlarım ile yeni bir şeyler yaptığımız zaman.,Happy
Zamanında yapılmayan işlere.,Anger
Planladığım bir şeyin gerçekleşmemesi durumunda.,Sadness
İmkansız olarak gördüğüm bir şeyin çok kolay gerçekleşmesi.,Surprise
Köpekler.,Fear
Felsefe öğretmeninin derste beni azarlamasına.,Anger
Kusmuk temizlemiştim.,Disgust
Fizik sınavı ertelendiği zaman.,Happy
Okul çıkışı eve dönerken peşime takılan bir kaç kişi olmuştu.,Fear
Kimya öğretmenime kızmıştım,Anger
Ağabeyim kaza geçirdiği zaman onu kaybettiğimi sandım.,Fear
Kusmuk.,Disgust
Matematikten 93 aldığım zaman.,Happy
Ailem hediye alınca.,Happy
Yolda havlayan köpeklerden.,Fear
Dedem hasta olduğu zaman.,Sadness
Yerde gördüğüm çöplerden.,Disgust
Ummadığım şeyler olduğu zaman.,Surprise
Almanya'da yurtta kalırken o kısıtlı imkanlar ile sürpriz doğum günü partisi hazırlandığı zaman mutlu olmuştum.,Happy
Karanlık olan yerlerden.,Fear
Psikolojik olarak baskıda olduğumu hissettiğim zaman.,Anger
Olmasını çok istediğim bir şey olmadığı zaman.,Sadness
Kan gördüğüm zaman.,Disgust
Doğruluğundan emin olduğum bir şeyin yanlış olduğunu öğrendiğim zaman .,Surprise
Sevdiğim insanlar ile birlikte iken.,Happy
Çevremde vahşi hayvanların olabileceği düşüncesi.,Fear
Eşyalarımın izinsiz alınmasına.,Anger
Sevdiğim birisini kaybeder isem.,Sadness
Kitabımın arasında gördüğüm böcekten.,Disgust
Çözmekte zorlandığım bir soruyu çözersem.,Happy
Her para çektiğimde mutlu oluyorum.,Happy
"Gizli bir şey yapıyorsam yakalanmaktan korkarım.
      Yalnız kalmaktan korkarım.",Fear
Her şeye karışan ve ön yargılı olan insanlara.,Anger
Sevgilimden ayrıldığım zaman.,Sadness
Eski sevgilimin yeni sevgilisinden.,Disgust
Beni engelleyen birsinin engeli kaldırmasına şaşırdım.,Surprise
Sevdiğim birisinin zarar görmesi.,Sadness
Yazı yazarken kalemimin ucunun bitmesine.,Anger
Böceklerden.,Fear
Ders işlemeyen öğretmenlere.,Anger
Yüksek not.,Happy
Düşük not aldığım zaman.,Sadness
Düşük not.,Sadness
Yüksek not aldığım zaman.,Happy
Alışveriş yaptığım zamanlarda.,Happy
Arkadaşımın istediğim gibi fotoğrafımı çekmediği zaman.,Anger
Fizik sorularını çözebildiğim zaman.,Happy
İnternet'te paylaştığım bir fotoğrafımı istediğim kişi beğendiğinde.,Happy
Yusufçuk hayvanından.,Fear
Okulda not konusunda yaşanan haksızlığa sinir oluyorum.,Anger
İstediğim hediye alınmayınca.,Sadness
Belgeselde karınca ve arı yiyen birisini gördüğümde.,Disgust
Eski öğretmenimi gördüğümde şaşırdım.,Surprise
Dışarı çıkmak.,Happy
Sevdiğim çocuğu göremediğim zaman.,Sadness
Nefret ettiğim insanları gördüğüm zaman.,Anger
İstediğim bir şey gerçek olduğu zaman.,Happy
Karanlık bir yerde yalnız kaldığım zaman.,Fear
Sınavlarda basit hatalar yapınca.,Sadness
Ailemden birisini kaybettiğim zaman.,Sadness
Sevdiğim bir şeyler yaptığım zamanlar.,Happy
Topluluk önünde konuşmaktan korkarım.,Fear
İnsanların aşırı tepkileri ve söylediklerimin ciddiye alınmaması.,Anger
Büyük bir beklenti içerisinde iken beklentim gerçekleşmeyince.,Sadness
Parçalanmış insan ya da hayvan vücudu.,Disgust
Evde arkadaşlarım ile iyi vakit geçirdiğim zamanlar.,Happy
Sınavlardan.,Fear
Otobüslerde tartışan insanlara ve şoförün arkaya ilerleyin demesine.,Anger
Böcekler.,Disgust
Bir motor ve arabanın çarpışmasını gördüğüm zaman.,Fear
Ağabeyimin istediği okulu kazanmasına.,Happy
Tatilde iken çalıların arasından önüme yılan çıkmıştı.,Fear
Otobüslerdeki gereksiz tartışmalara.,Anger
Teyzemin kanser olduğunu öğrendiğim zaman.,Sadness
Hamam böceğinin antenlerinden.,Disgust
Okulda birisinin 3. kattan atlamasına.,Surprise
Evde çikolata bulduğum zaman.,Happy
Bir trafik kazasına şahit olduğum zaman.,Fear
Kaleme uç takarken ucun sürekli kırılmasına.,Anger
Sevmediğim bir yemeği yediğim zaman.,Disgust
Rahat bir uyku ve yemek yediğim zamanlar.,Happy
Ailemin bana kızdığı zamanlar.,Sadness
"Akılsız insanlar ile konuştuğumda.
      Toplum içerisinde azarlanmak.",Anger
Yalan söylendiğini anladığım zaman.,Anger
Yurttaki banyo ve tuvaletlerden.,Disgust
İzmir'i kazandığım zaman.,Happy
Doğum günlerimde.,Happy
Karşıdan karşıya geçerken motor  neredeyse çarpacaktı.,Fear
Giymek istediğim kıyafetin kirlide olduğunu öğrendiğim zaman.,Anger
Sevgime karşılık alamadığım zaman.,Sadness
Sevmediğim bir yemeği gördüğüm zaman.,Disgust
Patlıcanlı börek olduğunu duyduğum zaman.,Happy
Dans ederken mutlu olurum.,Happy
Sevdiğim insanların başına bir şey gelmesinden.,Fear
Değer verdiğim birisi bana yalan söyler ise.,Anger
Karşımdaki insanı istemeden kırdığım zaman.,Sadness
Hamam böceği ve fare gördüğümde.,Disgust
Tesadüfler beni şaşırtır.,Surprise
Motosiklet alınacağı gün.,Happy
Geceleri cin ve ruh hakkında konuşulanlara.,Fear
Bazen kendime öfkelenirim.,Anger
Ailemden birisinin ölmesine.,Sadness
Böcek gördüğüm zaman.,Disgust
İzmir Kız Lisesini kazandığım zaman.,Happy
Köpeklerden.,Fear
Haksızlıklara.,Anger
Doğrusunu bildiğim halde yanlış cevap verdiğim zaman.,Anger
Tüküren insanlardan.,Disgust
Beklenmedik bir zamanda aldığım hediyeye.,Surprise
Sevdiğim yemeği yerken ve arkadaşlarım ile vakit geçirdiğim zaman.,Happy
Başarısız olmaktan.,Fear
Bir kızın sevgilime kafayı takmasına.,Anger
"Erkek arkadaşımın beni ekmesine, babamın işi olduğunu söyleyip benimle buluşmamasına ve annem ile tartıştığımız zamanlar.",Sadness
Okul tuvaletlerinin kokusundan.,Disgust
Ummadığım kişilerin doğum günümü  kutlamasına.,Surprise
Keman çalıyorum ve sahneye çıktığım zamanlar mutlu olurum.,Happy
Sokak köpeklerinden.,Fear
Ön yargı ile yaklaşan insanlara.,Anger
Babamın hastalandığı zaman ameliyat olması gerektiğini öğrendiğimde.,Sadness
Yemeğin içinde yemek dışında bir şey olması.,Disgust
Ablamın sürpriz ziyareti.,Surprise
Çağla mutlu olduğu zaman bende oluyorum.,Happy
İnli cinli filmler.,Fear
Benimle dalga geçildiğini fark ettiğim zaman.,Anger
Çağla üzülür ise üzülürüm.,Sadness
Kustuğum zaman.,Disgust
1.70 boyunda olan bir basketbolcunun bastığı smaç.,Surprise
Gitar çalmak.,Happy
Suçsuz yere suçlanmak.,Anger
"Travestiler ile ilgili bir video izledim. (yanlışlıkla)
      Aptal kızlardan.",Disgust
Evden ve okuldan çıkarken.,Happy
Dayak yemekten.,Fear
Kardeşimin bana bağırarak konuşmasına.,Anger
Sevdiğim bir öğretmenin emekli olacağını duyduğum zaman.,Sadness
Kusmuk.,Disgust
Annemin bana sarılmasına.,Happy
Boş ders olduğunu öğrendiğim zaman.,Happy
Haksızlığa uğradığımda.,Anger
Sayısal bölümde felsefe dersinin olduğunu öğrendiğimde.,Surprise
Bir sevgili bulduğum zaman.,Happy
Annemin akşam yemeği için bamya yapmasına.,Anger
Yediğim sandviçten böcek çıktığı zaman.,Disgust
Bir şeyimi kaybetmekten ya da çaldırmaktan.,Fear
Bir konu hakkında doğru söylememe rağmen yalan söylediğimi iddia edilmesine.,Anger
Sokaklardaki hayvan dışkıları ve karşımda sakız çiğnenmesinden.,Disgust
Ağabeyimin bana sürekli hediyeler almasından.,Happy
Ağabeyimin onsuz dışarı çıkmama izin vermemesine.,Anger
Yalan söylenmesine.,Anger
Tüküren insanlardan.,Disgust
Hediye olarak telefon alınmasına.,Happy
Bir kardeşim olacağını öğrendiğim zaman.,Happy
Kardeşimin hastanede yattığı birkaç hafta boyunca korkmuştum.,Fear
Otobüslerde yer vermek zorunda bırakıldığımda.,Anger
Sürekli okul değiştirdiğimden dolayı sürekli birilerinden ayrılmak zorunda kalmak zorunda olduğumda.,Sadness
Önüme tüküren bir adam olduğunda.,Disgust
Çok yakın bir arkadaşımın bana yalan söylediğini öğrendiğim zaman.,Anger
Kuzenim gerçek olmayan böcekler ile beni korkuturdu.,Fear
Ben bir şey konuşurken dinliyormuş gibi yapan ama dinlemeyen insanlara sinir oluyorum.,Anger
Sakat hayvanlar gördüğüm zaman.,Sadness
Karşımda sakız çiğneyen insanlardan.,Disgust
Masa tenisi turnuvasında dereceye girdiğim zaman.,Happy
Fizik sınavına girdiğim zamanlar çok korkuyorum.,Fear
Güvendiğim bir kişinin güvenimi sarsmasına öfkelendim.,Anger
"Babamın tayini sebebi ile ""Gelibolu'dan"" buraya taşındık. Oradaki arkadaşlarımdan ve anılarımdan ayrıldığım için üzülüyorum.",Sadness
Fizik sınavına girmekten tiksiniyorum.,Disgust
Tuvalette birisinin çöp kutusuna dışkısını yapmasına.,Disgust
Ben hep mutluyum.,Happy
Sadece Allah.,Fear
Maç kaybettiğimiz zamanlar.,Sadness
İçtiğim kola gülerken burnumdan çıkmıştı.,Disgust
Eve her gidişimde mutlu olurum.,Happy
Korku filmleri.,Fear
Bir takım el şakaları ile canımı acıtan insanlara.,Anger
Bir köpeğe araba ile çarptığımızda.,Sadness
Annem yemek yapmadığı zaman şaşırırım.,Surprise
Yeni şeyler öğrendiğim zaman.,Happy
Bazı insanları ötekileştiren insanlara.,Anger
Genel olarak insan ilişkilerine şaşırıyorum.,Surprise
Kardeşimin doğduğu gün.,Happy
Kardeşimin 6 aylık iken geçirdiği zatürre den.,Fear
2 yaşındaki kardeşimin defterimin bütün sayfalarını karalamasına.,Anger
Annem 2 yıl önce bir rahatsızlığından dolayı ölümden dönmüştü.,Fear
Kusmuk.,Disgust
Hiç çalışmadığım halde matematik sınavından 94 aldığım zaman.,Happy
Evime giderken mutlu oluyorum.,Happy
Arkamdan sessizce gelen birisinin bana dokunmasından.,Fear
Yakınımın vefat etmesine.,Sadness
Az pişmiş olan köftelerden tiksinirim.,Disgust
Annemin bir tatil olayından dolayı uzun bir süre evde olmayacağını öğrendiğim zaman.,Sadness
İstediklerimi gerçekleştirdiğim zaman.,Happy
Aklıma cinler geldiği zaman.,Fear
Annem her akşam seni dershaneden alırım diyor ama hiç almıyor ve bu beni delirtiyor.,Anger
Bakımsız sarı diş gördüğüm zaman.,Disgust
Çok yakışıklı çocukların çirkin kızlar ile sevgili olmasına.,Surprise
Türkiye'nin bazı başarıları beni mutlu ediyor.,Happy
Üniversite sınavından sonra yapacağım tercihi aileme göre mi kendime göre mi yapmalıyım diye düşünüp yanlış yaparım diye korkuyorum.,Fear
Bazı çalışkan olan öğrencilerin ayrıcalıklı davranılmasına sinir oluyorum.,Anger
Batı özentisi olan  ve kendi özünü unutan insanlar beni üzüyor.,Sadness
Yerlere tüküren insanlardan.,Disgust
İzmirli olan insanların yaşam tarzlarına şaşırıyorum.,Surprise
29 Ekim  ve seçim sebebi ile gelen 5 günlük tatil.,Happy
Üniversite sınavını düşündüğüm zaman geleceğimden endişe duyuyorum.,Fear
"Yapılan hiçbir şeyden mutlu olmayan, kendilerini bir şey zanneden, sürekli gergin olan bazı öğretmenlere.",Anger
Tanıdığımı sandığım insanları gerçekten tanımak beni üzdü.,Sadness
Zamanın çok hızlı geçtiğini fark ettiğim zaman şaşırıyorum.,Surprise
Hedeflerime ulaştığımda ve insanlara yardımım dokunduğunda.,Happy
Gelecek konusunda ki bilinmezlik beni korkutuyor.,Fear
Irkçı ve cinsiyet ayrımı gözeten insanlar.,Anger
Sevdiklerimin başına bir şey gelmesi.,Fear
Yeğenim doğduğu zaman mutlu olmuştum.,Happy
Denizde ayağıma ahtapot sarılmıştı.,Fear
Genellikle haberleri izlerken öfkelenirim.,Anger
Memleketimdeki şehit cenazesine şahit oldum. Şehidin annesine çok üzüldüm.,Sadness
Okulda tuvalet çöpüne dışkı yapmışlardı.,Disgust
Yeğenim annesinin karnında iken hareket ettiğinde biz görebiliyorduk. Çok şaşırtıcıydı.,Surprise
Babamın bana bilgisayar almasına.,Happy
Yediğim  yemeğin boğazımda kalması sonucunda boğuluyorum sandım.,Fear
Sevgilimin İnternet hesabına başka erkekler ile olan fotoğraflarını koymasına.,Anger
Eski sevgilim en yakın arkadaşım ile çıkmaya başladığı zaman.,Anger
Bu akşam babamdan harçlığımı alacağım için mutluyum.,Happy
Annemin izin vermediği bir şeyi yaparken yakalanacağım diye korkmuştum.,Fear
Haksızlıklar ve yalanlar.,Anger
Ablamın bir sorunu yüzünden ağladığını gördüm fakat yardım edemedim.,Sadness
Ablam sürpriz yapmıştı.,Surprise
Kardeşimi korkutmaktan keyif alıyorum.,Happy
Gece denize girmek ve üniversite sınavını kazanamamak.,Fear
Ders çalışmam engellendiği zaman.,Anger
"Annem ile babam kavga ettiklerinde.
      Kimse beni önemsemediği zaman.",Sadness
Cevizden.,Disgust
Hiç ummadığım kişilerin sevgili olmasına.,Surprise
Motorla gezerken.,Happy
"Herhangi bir aile üyesinin çıktığı uzun yolculuklarda, varana kadar ki süre içinde bir kaza geçirecek sanıp korkarım.",Fear
Sorumlu olduğum bir şey hakkında başkalarının bana haber vermeden karar vermesine.,Anger
Sevdiğim bazı kişilerin sevgime layık olmadığını anladığım zaman.,Surprise
Bazı böceklerden.,Disgust
Yolda tek başıma yürürken.,Fear
Kardeşim odayı dağıttığı zaman.,Anger
Hak ettiğim bir şeyi kaybetmek.,Sadness
Yollardaki hayvan ölülerinden.,Disgust
Uzakta yaşayan dayımı bizim evde gördüğümde şaşırmıştım.,Surprise
Param olduğu  zaman hep mutluyum.,Happy
Artık hiç bir şeyden korkmuyorum.,Fear
El şakalarından hoşlanmıyorum.,Anger
"Zaman bizi yendi, anılar kaldı. bu cümleyi her duyduğumda üzülürüm.",Sadness
Yüzüme bakıp arkamdan konuşan insanlara şaşırıyorum.,Surprise
Sevdiklerim ile zaman geçirmek.,Happy
Sessizlik ve karanlık.,Fear
Kendimi açıklamaya çalışırken susturulmak istendiğim zaman.,Anger
Sevdiğim birisinin ölümü.,Sadness
Yemek hanelerdeki yemek artıklarından.,Disgust
Beklemediğim birisinin karşıma çıkması.,Surprise
Yerde para bulduğum zaman sevinirim.,Happy
"Yalnızlık, yükseklik, karanlık ve hayvanlar.",Fear
İnsanların davranışlarına genellikle öfkelenirim ama belli etmem.,Anger
Genel olarak her şeye üzülürüm.,Sadness
Kusmuk.,Disgust
Biri beni övünce şaşırırım.,Surprise
İnternet paketim yenilendiği zaman.,Happy
Küçükken bir çöp arabasının kediyi ezdiğini görmüştüm. Hala rüyalarıma girer.,Fear
Yurttaki kişiler ile tartıştığım zaman.,Anger
Arkadaşımın babası vefat ettiği zaman.,Sadness
Küçük kardeşimi yeni yemek yedikten sonra döndürmüştüm o da kusmuştu.,Disgust
Kuzenimin tıp fakültesini kazandığını duyduğum zaman.,Happy
Tatilde bir yerde çalıştığım zaman kazandığım ilk para beni mutlu etmişti.,Happy
Annemin kalp hastalığı ortaya çıktığı zaman çok korktum.,Fear
El şakaları.,Anger
Arkadaşımın annesi vefat etmişti. Arkadaşımın haline çok üzülmüştüm.,Sadness
Yanlışlık ile ezilen böcekten çıkan ses.,Disgust
Otobüs ile giderken uyuyakalmıştım ve kendimi bilmediğim bir yerde bulmuştum.,Fear
Alış veriş yaptığım zaman.,Happy
Benden habersiz benim hakkımda karar verildiği zaman.,Anger
Yapmadığım bir şey yüzünden suçlandığım zaman.,Anger
Kereviz yemeğinden.,Disgust
Ben doğruları bildiğim halde hala yalan söylemeye devam eden insanlara şaşarım.,Surprise
Kendi kazandığım para ile bir çanta almıştım o zaman mutlu olmuştum.,Happy
Bir gün babam ile teknede idik ve çok büyük dalgalar olmuştu batacağız diye korkmuştum.,Fear
Eski sevgilimi başka kızlar ile olan fotoğraflarını gördüğüm zaman öfkelenmiştim.,Anger
Eski sevgilim en yakın arkadaşım ile çıkmaya başlamıştı.,Anger
Olgun sandığım eski sevgilimin çocuksu davranışlarını gördüğümde tiksinmiştim.,Disgust
Hoşlandığım çocuğu sevmediğim bir kız ile gördüğüm zaman şaşırmıştım.,Surprise
Her şey yolunda gittiği zaman.,Happy
Yalnız kaldığım zaman.,Fear
Yanlış anlaşıldığım ya da konuşmama izin verilmedi zaman.,Anger
Sevdiğim bir kişiden uzun süre ayrı kaldığım zaman.,Sadness
"Kirli çatal, kaşık ve bıçak kullanmak.",Disgust
Beklemediğim bir haber aldığımda.,Surprise
En yakın arkadaşım ile geç saatlere kadar geçirdiğim zamanlar.,Happy
Kedim hastalandığı zaman.,Sadness
Sabah 5 dakika geç kaldığım için yok yazıldım.,Anger
Ağzı açık yemek yiyen insanlardan.,Disgust
Ablamın hiç beklemediğim şeyler yapması.,Surprise
Kardeşim doğduğu zaman mutlu oldum.,Happy
2 saat  karanlık bir odada kalmıştım.,Fear
Kardeşimin  telefonumun camını kırdığı zaman.,Anger
Bisikletim çalınmıştı buna çok üzüldüm.,Sadness
Sürprizlere.,Surprise
İyi bir üniversiteyi kazanırsam çok mutlu olurum.,Happy
Çalışmadığım bir sınava girdiğim zaman.,Fear
Çıkarcı ve yapmacık insanlara.,Anger
Sevdiğim bir kişinin bana kötü davranması beni üzer.,Sadness
Çevremde küfür eden insanlardan.,Disgust
Zor bir işi başardığım zaman.,Happy
Her şey iyi gittiği zaman.,Happy
Yalnız kaldığımda.,Fear
Nefret eden insanlara.,Anger
Arkadaşlarım ile piknik yapmaya gittiğim zaman.,Happy
Yanlış anlaşılmaktan.,Fear
Düşüncelerime saygı duyulmadığı zaman.,Anger
Birisinin iyi niyetimi görmezden gelmesine.,Anger
Hoşlanmadığım bir insanın bana dokunmasından.,Disgust
Ağabeyim nişanlandığı zaman.,Happy
Ailemi kaybetmekten hep korkarım.,Fear
Birbirleri hakkında konuşan insanlara.,Anger
Babamın erken geldiğini gördüğüm zaman.,Surprise
Yüksek bir yere çıktığım zaman.,Fear
Hoşuma gitmeyen tavırlarda bulunulduğu zaman.,Anger
Yakınlarımın başına gelen hastalık gibi kötü şeylere.,Sadness
Yerlere tükürüldüğü zaman.,Disgust
Doğum ve ölüm durumlarına.,Surprise
Annem arkadaşım ile konuşup bana istediğim telefonu almıştı.,Happy
Korku filmi izlerken.,Fear
Genel olarak her şey beni öfkelendirir.,Anger
Ailem beni anlamadığı zaman çok üzülüyorum.,Sadness
